"樟原","Zhangyuan"
"復光","Fuguang 6th Ln."
"水流娘","Shuiliuniang"
"光林巷","Guanglin Ln."
"新倉街","Xincang St."
"阿八窩","Abawo"
"北橫11路","Beiheng 11th Rd."
"城安2街","Cheng’an 2nd St."
"壽星街","Shouxing St."
"深井2路","Shenjing 2nd Rd."
"蘭陽新村","Lanyang Vil."
"新富9街","Xinfu 9th St."
"苦苓巷","Kuling Ln."
"大進2路","Dajin 2nd Rd."
"建平1街","Jianping 1st St."
"德安路","De’an Rd."
"寧夏東5街","Ningxia E. 5th St."
"輕便路","Qingbian Rd."
"公館崙","Gongguanlun"
"慈惠6街","Cihui 6th St."
"洞口","Dongkou"
"崇明路","Chongming Rd."
"城中1街","Chengzhong 1st St."
"三間厝","Sanjiancuo"
"富順巷","Fushun Ln."
"鹽安路","Yan’an Rd."
"中元東路","Zhongyuan E. Rd."
"大雅3街","Daya 3rd St."
"大學5街","Daxue 5th St."
"水新路","Shuixin Rd."
"松林路","Songlin Rd."
"蔡厝仔","Caicuozai"
"忠孝1路","Zhongxiao 1st Rd."
"四棧橋","Sizhanqiao"
"志學新屯","Zhixuexintun"
"大厝巷","Dacuo Ln."
"大隱3路","Dayin 3rd Rd."
"黃興街","Huangxing St."
"媽祖廟街","Mazumiao St."
"大聖北街","Dasheng N. St."
"翠園","Cuiyuan"
"昌林","Changlin"
"建國2路","Jianguo 2nd Rd."
"成功西街","Chenggong W. St."
"竹塘村","Zhutang Vil."
"國豐8街","Guofeng 8th St."
"外大溪路","Waidaxi Rd."
"東山前","Dongshanqian"
"清豐1路","Qingfeng 1st Rd."
"長樂9街","Changle 9th St."
"南橋街","Nanqiao St."
"後厝臨","Houcuolin"
"弘農3街","Hongnong 3rd St."
"松高路","Songgao Rd."
"美崙街","Meilun St."
"豐隆路","Fenglong Rd."
"彰花路","Zhanghua Rd."
"西站巷","Xizhan Ln."
"后庄1街","Houzhuang 1st St."
"春德路","Chunde Rd."
"益安路","Yi’an Rd."
"頂塗溝","Dingtugou"
"東昇1街","Dongsheng 1st St."
"澄合5街","Chenghe 5th St."
"軍福2路","Junfu 2nd Rd."
"自樂街","Zile St."
"仁光","Renguang"
"堵南街","Dunan St."
"東洲路","Dongzhou Rd."
"九如新村","Jiuru Vil."
"烈美街","Liemei St."
"孔祥街","Kongxiang St."
"東4街","E. 4th St."
"尾塹路","Weiqian Rd."
"廉使","Lianshi"
"山塘背","Shantangbei"
"永華4街","Yonghua 4th St."
"其子瓦","Qiziwa"
"庄尾路","Zhuangwei Rd."
"全興路","Quanxing Rd."
"永基巷","Yongji Ln."
"鳳誠路","Fengcheng Rd."
"富源街","Fuyuan St."
"加平","Jiaping"
"文智街","Wenzhi St."
"田頭路","Tiantou Rd."
"勝學路","Shengxue Rd."
"廣興街","Guangxing St."
"線工北2路","Xiangong N. 2nd Rd."
"莒光2街","Juguang 2nd St."
"崇敬街","Chongjing St."
"永公路","Yonggong Rd."
"大洲1路","Dazhou 1st Rd."
"新峰路","Xinfeng Rd."
"蘭洲街","Lanzhou St."
"淵仔塭","Yuanzaiwen"
"大成11街","Dacheng 11th St."
"崙坪段","Lunping Sec."
"社團新村","Shetuan Vil."
"新店莊","Xindianzhuang"
"順和5街","Shunhe 5th St."
"斗工9路","Dougong 9th Rd."
"北保路","Beibao Rd."
"立心巷","Lixin Ln."
"忠孝7街","Zhongxiao 7th St."
"基隆路","Keelung Rd."
"民族北街","Minzu N. St."
"城南5街","Chengnan 5th St."
"平祥路","Pingxiang Rd."
"鹽館","Yanguan"
"滿平2街","Manping 2nd St."
"經建路","Jingjian Rd."
"永春南路","Yongchun S. Rd."
"蕃仔寮","Fanzailiao"
"萬和村","Wanhe Vil."
"德鄰","Delin Ln."
"洛陽街","Luoyang St."
"美術東8街","Meishu E. 8th St."
"市民大道3段","Civic Blvd."
"一德南路","Yide S. Rd."
"厚殼仔","Houkezai"
"中清東2街","Zhongqing E. 2nd St."
"安吉路","Anji Rd."
"白雲2路","Baiyun 2nd Rd."
"德林巷","Delin Ln."
"新湖巷","Xinhu Ln."
"成功1街","Chenggong 1st St."
"廣西巷","Guangxi Ln."
"石樁臼","Shizhuangjiu"
"宏偉街","Hongwei St."
"梅園路","Meiyuan Rd."
"忍耐樓","Rennailou"
"澄仁東街","Chengren E. St."
"太乙5街","Taiyi 5th St."
"仁孝街","Renxiao St."
"大源8街","Dayuan 8th St."
"中番子湖","Zhongfanzi Hu"
"勤儉巷","Qinjian Ln."
"楓林街","Fenglin St."
"六","Liu’ersixiangnan 1st Aly."
"大正路","Dazheng Rd."
"南段","S. Sec."
"海豐路","Haifeng Rd."
"行政大樓","Xingzhengdalou"
"社興路","Shexing Rd."
"杭州東街","Hangzhou E. St."
"瑞達路","Ruida Rd."
"永隆9街","Yonglong 9th St."
"龍川8街","Longchuan 8th St."
"工業9路","Gongye 9th Rd."
"仁堤路","Renti Rd."
"北宛","Beiwan"
"朝馬5街","Chaoma 5th St."
"咖啡園","Kafeiyuan"
"港子頭","Gangzitou"
"七賢1路","Qixian 1st Rd."
"臺化街","Taihua St."
"武興路","Wuxing Rd."
"衙和3街","Yahe 3rd St."
"管寮","Guanliao"
"八煙","Bayan"
"建平13街","Jianping 13th St."
"明信巷","Mingxin Ln."
"店子","Dianzi"
"北寮","Beiliao"
"大德新村","Dade Vil."
"石岡街","Shigang St."
"新開路","Xinkai Rd."
"永利3街","Yongli 3rd St."
"富禮街","Fuli St."
"復興村","Fuxing Vil."
"平園路","Pingyuan Rd."
"上石北","Shangshi N. 6th Ln."
"新豐街","Xinfeng St."
"府連東路","Fulian E. Rd."
"榮華巷","Ronghua Ln."
"育民巷","Yumin Ln."
"宜昌3街","Yichang 3rd St."
"成名街","Chengming St."
"豐樂1街","Fengle 1st St."
"田寮坑","Tianliaokeng"
"永春東路","Yongchun E. Rd."
"兔坑路","Tukeng Rd."
"孝昌路","Xiaochang Rd."
"福1街","Fu 1st St."
"總爺庄","Zongyezhuang"
"山湖1路","Shanhu 1st Rd."
"大德街","Dade St."
"上石南","Shangshi S. 8th Ln."
"鹿工路","Lugong Rd."
"鼎和街","Dinghe St."
"嵩山巷","Songshan Ln."
"長安東巷","Chang’an E. Ln."
"光明2街","Guangming 2nd St."
"樹糖街","Shutang St."
"前山巷","Qianshan Ln."
"青年2路","Qingnian 2nd Rd."
"豐漁路","Fengyu Rd."
"義光街","Yiguang St."
"追分街","Zhuifen St."
"廣興路","Guangxing Rd."
"三塊石","Sankuaishi"
"碧霞街","Bixia St."
"贊平","Zanping"
"文智路","Wenzhi Rd."
"寶山東2街","Baoshan E. 2nd St."
"北陽2街","Beiyang 2nd St."
"千壽路","Qianshou Rd."
"山楂腳巷","Shanzhajiao Ln."
"東晉11街","Dongjin 11th St."
"豐陽路","Fengyang Rd."
"北岸","Bei’an"
"民族北路","Minzu N. Rd."
"二溪路","Erxi Rd."
"克尼布東路","Kenibu E. Rd."
"大聖1街","Dasheng 1st St."
"誠愛路","Cheng’ai Rd."
"路科3路","Luke 3rd Rd."
"仁愛商城","Ren’ai Shangcheng"
"文政街","Wenzheng St."
"護安巷","Hu’an Ln."
"大安西街","Da’an W. St."
"峨眉3街","Emei 3rd St."
"南洲","Nanzhou"
"永春東3路","Yongchun E. 3rd Rd."
"深興路","Shenxing Rd."
"慈聖街","Cisheng St."
"攔河路","Lanhe Rd."
"鎮山街","Zhenshan St."
"仁和","Renhe"
"怡然路","Yiran Rd."
"建7路","Jian 7th Rd."
"大新1街","Daxin 1st St."
"營東","Yingdong"
"古堡街","Gubao St."
"山子尾","Shanziwei"
"豐隆街","Fenglong St."
"太武山","Taiwushan"
"國富21街","Guofu 21st St."
"店口路","Diankou Rd."
"南勢湖","Nanshihu"
"鯉魚口","Liyukou"
"文溪路","Wenxi Rd."
"林森南路","Linsen S. Rd."
"北山","N. Hill"
"檨林巷","Shelin Ln."
"路二八一北","Erbayi N. 1st Ln."
"武東1街","Wudong 1st St."
"建國2街","Jianguo 2nd St."
"南京3街","Nanjing 3rd St."
"宣信街","Xuanxin St."
"南江","Nanjiang"
"夢裡東巷","Mengli E. Ln."
"北山路","Beishan Rd."
"中興莊","Zhongxingzhuang"
"大勇1街","Dayong 1st St."
"杭州5街","Hangzhou 5th St."
"大昌路","Dachang Rd."
"十甲東2街","Shijia E. 2nd St."
"黃興路","Huangxing Rd."
"景賢8路","Jingxian 8th Rd."
"南勢3街","Nanshi 3rd St."
"南橋路","Nanqiao Rd."
"文昌東7街","Wenchang E. 7th St."
"大興2街","Daxing 2nd St."
"幸福11街","Xingfu 11th St."
"景雲街","Jingyun St."
"善美路","Shanmei Rd."
"半屏山後巷","Banpingshan Back Ln."
"桂華街","Guihua St."
"北巷","N. Ln."
"重新巷","Chongxin Ln."
"大南村","Danan Vil."
"八張1街","Bazhang 1st St."
"成功西路","Chenggong W. Rd."
"平等十街","Pingdeng 10th St."
"福壽11街","Fushou 11th St."
"崇明街","Chongming St."
"龍天路","Longtian Rd."
"內寮3路","Neiliao 3rd Rd."
"德安街","De’an St."
"中清南路","Zhongqing S. Rd."
"北橫6路","Beiheng 6th Rd."
"南順6街","Nanshun 6th St."
"科8街","Ke 8th St."
"山頂路","Shanding Rd."
"忠孝1街","Zhongxiao 1st St."
"樹義1街","Shuyi 1st St."
"蘭竹新村","Lanzhu Vil."
"圓墩","Yuandun"
"松林街","Songlin St."
"本洲5街","Benzhou 5th St."
"南沙","Nansha"
"德隆","Delong"
"南英巷","Nanying Ln."
"大房路","Dafang Rd."
"南河","Nanhe"
"興南村","Xingnan Vil."
"城隍巷","Chenghuang Ln."
"北庄","Beizhuang"
"長裕街","Changyu St."
"八勢路","Bashi Rd."
"中山中路","Zhongshan Central Rd."
"湖仔厝","Huzaicuo"
"內埤路","Neipi Rd."
"國聯2路","Guolian 2nd Rd."
"九分2路","Jiufen 2nd Rd."
"新豐路","Xinfeng Rd."
"下角巷","Xiajiao Ln."
"中興北巷","Zhongxing N. Ln."
"場","Tandilingshou 2F"
"歸國一橫巷","Guiguo 1st Side Ln."
"中奎輝","Zhongkuihui"
"豐漁街","Fengyu St."
"龍源路","Longyuan Rd."
"光明2路","Guangming 2nd Rd."
"內環南路","Neihuan S. Rd."
"金瓜寮","Jingualiao"
"普光2街","Puguang 2nd St."
"大德路","Dade Rd."
"靖華巷","Jinghua Ln."
"七賢1街","Qixian 1st St."
"北市","Beishichang"
"中正十街","Zhongzheng 10th St."
"大饒路","Darao Rd."
"立學街","Lixue St."
"水池街","Shuichi St."
"海邊路","Haibian Rd."
"功明街","Gongming St."
"工業9街","Gongye 9th St."
"口厝路","Koucuo Rd."
"光華南街","Guanghua S. St."
"下蘇樂","Xiasule"
"瑞達街","Ruida St."
"經6路","Jing 6th Rd."
"新開街","Xinkai St."
"陽明7街","Yangming 7th St."
"斯文","Siwen"
"潮州路","Chaozhou Rd."
"彰濱東3路","Zhangbin E. 3rd Rd."
"北平","Beiping"
"干城六村","Gancheng 6th Vil."
"宏裕街","Hongyu St."
"永樂1街","Yongle 1st St."
"鎮新北路","Zhenxin N. Rd."
"萬慶街","Wanqing St."
"東文澳","Dongwen’ao"
"北屋5街","Beiwu 5th St."
"嘉德街","Jiade St."
"南湖","Nanhu"
"成功1路","Chenggong 1st Rd."
"安吉街","Anji St."
"光福1街","Guangfu 1st St."
"孝廉路","Xiaolian Rd."
"坡姜巷","Pojiang Ln."
"海豐街","Haifeng St."
"高楠2街","Gaonan 2nd St."
"六家8街","Liujia 8th St."
"大正街","Dazheng St."
"球場路","Qiuchang Rd."
"農富路","Nongfu Rd."
"龍肚街","Longdu St."
"楓林路","Fenglin Rd."
"育人路","Yuren Rd."
"智昌街","Zhichang St."
"正英8街","Zhengying 8th St."
"東海2街","Donghai 2nd St."
"店後","Dianhou"
"下湖巷","Xiahu Ln."
"瓦窯子","Wayaozi"
"經建街","Jingjian St."
"日月街","Riyue St."
"石灼巷","Shizhuo Ln."
"東西路","Dongxi Rd."
"南滬","Nanhu"
"幸福25街","Xingfu 25th St."
"瑞源1街","Ruiyuan 1st St."
"芳苑村","Fangyuan Vil."
"埤西巷","Pixi Ln."
"安南巷","Annan Ln."
"興旺巷","Xingwang Ln."
"裕信6街","Yuxin 6th St."
"建山巷","Jianshan Ln."
"南溪","Nanxi"
"友忠路","Youzhong Rd."
"富裕街","Fuyu St."
"科技8路","Keji 8th Rd."
"石仙路","Shixian Rd."
"篤加","Dujia"
"合興","Hexing"
"菜園頂","Caiyuanding"
"仕和里","Shihe Vil."
"慶和東路","Qinghe E. Rd."
"茄芝路","Jiazhi Rd."
"迪化街","Dihua St."
"仁美3街","Renmei 3rd St."
"三十六崙","Sanshiliulun"
"建仁巷","Jianren Ln."
"湖仔嶺","Huzailing"
"平等11街","Pingdeng 11th St."
"新中北路","Xinzhong N. Rd."
"笨子港","Benzigang"
"通典巷","Tongdian Ln."
"准美","Zhunmei"
"永定1街","Yongding 1st St."
"和義2街","Heyi 2nd St."
"東後寮","Donghouliao"
"元南路","Yuannan Rd."
"工業19路","Gongye 19th Rd."
"銀河北路","Yinhe N. Rd."
"廣豐路","Guangfeng Rd."
"美溪路","Meixi Rd."
"向陽","Xiangyang"
"長治街","Changzhi St."
"庵前","Anqian"
"精明1街","Jingming 1st St."
"安泰街","Antai St."
"中西2路","West Central 2nd Rd."
"朴東1街","Pudong 1st St."
"船頭1街","Chuantou 1st St."
"木瓜坑","Muguakeng"
"大成路","Dacheng Rd."
"生醫路","Shengyi Rd."
"外城巷","Waicheng Ln."
"八德巷","Bade Ln."
"致遠路","Zhiyuan Rd."
"公司寮","Gongsiliao"
"緝馬灣","Qimawan"
"慶安路","Qing’an Rd."
"中興9街","Zhongxing 9th St."
"青山5街","Qingshan 5th St."
"崇德22街","Chongde 22nd St."
"金榮路","Jinrong Rd."
"福裕街","Fuyu St."
"春4路","Chun 4th Rd."
"華陽街","Huayang St."
"明德3路","Mingde 3rd Rd."
"照門九芎湖","Zhaomenjiuqionghu"
"田寮巷","Tianliao Ln."
"康泰路","Kangtai Rd."
"向陽2街","Xiangyang 2nd St."
"尖筆窩","Jianbiwo"
"永靖街","Yongjing St."
"宏昌7街","Hongchang 7th St."
"臺元1街","Taiyuan 1st St."
"昆明路","Kunming Rd."
"田窩","Tianwo"
"興元路","Xingyuan Rd."
"治水路","Zhishui Rd."
"經建2路","Jingjian 2nd Rd."
"豐年路","Fengnian Rd."
"口庄路","Kouzhuang Rd."
"三田路","Santian Rd."
"永大3路","Yongda 3rd Rd."
"頭前路","Touqian Rd."
"大潭段","Datan Sec."
"民5街","Min 5th St."
"鳳加路","Fengjia Rd."
"民富5街","Minfu 5th St."
"巴士巷","Bashi Ln."
"誠群街","Chengqun St."
"西潭路","Xitan Rd."
"東光5街","Dongguang 5th St."
"興林1街","Xinglin 1st St."
"永輝路","Yonghui Rd."
"同德5街","Tongde 5th St."
"德高","Degao"
"金龍新村","Jinlong Vil."
"浮崙巷","Fulun Ln."
"北光","Beiguang 2nd Ln."
"樹林頭","Shulintou"
"咖啡巷","Kafei Ln."
"高坪19街","Gaoping 19th St."
"內定3街","Neiding 3rd St."
"十興2街","Shixing 2nd St."
"工業南1路","Gongye S. 1st Rd."
"公安街","Gong’an St."
"山下1街","Shanxia 1st St."
"中厝巷","Zhongcuo Ln."
"光州7街","Guangzhou 7th St."
"湖平路","Huping Rd."
"大光巷","Daguang Ln."
"振華路","Zhenhua Rd."
"壽祿街","Shoulu St."
"平溪街","Pingxi St."
"北功","Beigong"
"廣達街","Guangda St."
"薯園","Shuyuan"
"星海3街","Xinghai 3rd St."
"文瑞街","Wenrui St."
"大翔街","Daxiang St."
"大源路","Dayuan Rd."
"網紗里","Wangsha Vil."
"明道中街","Mingdao Central St."
"光中路","Guangzhong Rd."
"埔港路","Pugang Rd."
"新德路","Xinde Rd."
"天助街","Tianzhu St."
"東英6街","Dongying 6th St."
"北勢","Beishi"
"班鳩","Banjiu"
"廣志街","Guangzhi St."
"平埔街","Pingpu St."
"富裕7街","Fuyu 7th St."
"溪濱路","Xibin Rd."
"頂店巷","Dingdian Ln."
"六斗尾","Liudouwei"
"崇義6街","Chongyi 6th St."
"文化2路","Wenhua 2nd Rd."
"頂菜園","Dingcaiyuan"
"加智路","Jiazhi Rd."
"德行西路","Dexing W. Rd."
"江南6街","Jiangnan 6th St."
"中央北路","Zhongyang N. Rd."
"尖厝崙","Jiancuolun"
"木蘭巷","Mulan Ln."
"安業路","Anye Rd."
"保安6街","Bao’an 6th St."
"高豐街","Gaofeng St."
"文昌東十街","Wenchang E. 10th St."
"大安街","Da’an St."
"楊湖路","Yanghu Rd."
"過溝子","Guogouzi"
"鯉魚巷","Liyu Ln."
"果市","Guoshi 2nd St."
"精忠一村","Jingzhong 1st Vil."
"白埔林","Baipulin"
"明中街","Mingzhong St."
"八五山","Bawushan"
"檨仔林","Shezailin"
"紅筆仔壽","Hongbizaishou"
"港3街","Gang 3rd St."
"露市","Loushi Ln."
"民權西路","Minquan W. Rd."
"白米路","Baimi Rd."
"芳苑段","Fangyuan Sec."
"文星路","Wenxing Rd."
"御成路","Yucheng Rd."
"東福路","Dongfu Rd."
"新瑞街","Xinrui St."
"文龍東路","Wenlong E. Rd."
"中興路","Zhongxing Rd."
"陜西6街","Shanxi 6th St."
"屯營","Tunying"
"乾溪","Ganxi"
"凍子腳","Dongzijiao"
"南成","Nancheng 3rd Ln."
"彰秀路","Zhangxiu Rd."
"健行巷","Jianxing Ln."
"後溪巷","Houxi Ln."
"鎮海3街","Zhenhai 3rd St."
"信洋街","Xinyang St."
"加和","Jiahe"
"東西1路","Dongxi 1st Rd."
"南房","Nanfang"
"蕃東","Fandong"
"仁安","Ren’an 3rd Ln."
"益壽7街","Yishou 7th St."
"文明東路","Wenming E. Rd."
"重上街","Chongshang St."
"向上1街","Xiangshang 1st St."
"德和街","Dehe St."
"美崙社區","Meilun Community"
"城東1街","Chengdong 1st St."
"國強5街","Guoqiang 5th St."
"頂草路","Dingcao Rd."
"新富12街","Xinfu 12th St."
"小原巷","Xiaoyuan Ln."
"中間","Zhongjian"
"豹子廚","Baozichu"
"安家新屯7街","Anjiaxintun 7th St."
"瑞芳街","Ruifang St."
"擎天一村","Qingtian 1st Vil."
"文化巷","Wenhua Ln."
"光華6路","Guanghua 6th Rd."
"掃叭頂2路","Saobading 2nd Rd."
"五股林","Wugulin"
"芝麻1街","Zhima 1st St."
"田美","Tianmei"
"環溪4街","Huanxi 4th St."
"三水源","Sanshuiyuan"
"南埔路","Nanpu Rd."
"棒球11街","Bangqiu 11th St."
"海東12街","Haidong 12th St."
"安居巷","Anju Ln."
"深洲1路","Shenzhou 1st Rd."
"直潭6街","Zhitan 6th St."
"福吉路","Fuji Rd."
"燒灰子","Shaohuizi"
"復國1路","Fuguo 1st Rd."
"公安路","Gong’an Rd."
"過溝巷","Guogou Ln."
"南竹湖","Nanzhuhu"
"鳳燕1街","Fengyan 1st St."
"國慶3街","Guoqing 3rd St."
"南香路","Nanxiang Rd."
"沙成路","Shacheng Rd."
"昆明街","Kunming St."
"遼陽3街","Liaoyang 3rd St."
"龍真路","Longzhen Rd."
"久居街","Jiuju St."
"四竹路","Sizhu Rd."
"森川","Senchuan"
"永靖路","Yongjing Rd."
"十分街","Shifen St."
"鹿工南3路","Lugong S. 3rd Rd."
"竹圍仔","Zhuweizai"
"朗頭","Langtou"
"康泰街","Kangtai St."
"加南","Jianan"
"南信街","Nanxin St."
"豐樂路","Fengle Rd."
"華陽路","Huayang Rd."
"萬川巷","Wanchuan Ln."
"下塘頭","Xiatangtou"
"車子路","Chezi Rd."
"口庄街","Kouzhuang St."
"育南街","Yunan St."
"豐年街","Fengnian St."
"峰生巷","Fengsheng Ln."
"潭北路","Tanbei Rd."
"功勞路","Gonglao Rd."
"家和6街","Jiahe 6th St."
"上石屯","Shangshitun"
"家華新屯","Jiahuaxintun"
"新埔5街","Xinpu 5th St."
"公園8街","Gongyuan 8th St."
"南方","Nanfang 3rd Ln."
"後厝路","Houcuo Rd."
"酒泉巷","Jiuquan Ln."
"新平巷","Xinping Ln."
"西嶼坪","Xiyuping"
"坡城路","Pocheng Rd."
"安泰路","Antai Rd."
"長福里","Changfu Vil."
"慶安南1路","Qing’an S. 1st Rd."
"三青路","Sanqing Rd."
"廣豐街","Guangfeng St."
"福裕路","Fuyu Rd."
"寶發路","Baofa Rd."
"迪化1街","Dihua 1st St."
"文心南2路","Wenxin S. 2nd Rd."
"龔厝路","Gongcuo Rd."
"慶安街","Qing’an St."
"中興9路","Zhongxing 9th Rd."
"錫壽路","Xishou Rd."
"中樟湖","Zhongzhanghu"
"致遠街","Zhiyuan St."
"學甲寮","Xuejialiao"
"橫窠雅","Hengkeya"
"下南片","Xiananpian"
"田坑路","Tiankeng Rd."
"大成街","Dacheng St."
"民有5街","Minyou 5th St."
"開蘭路","Kailan Rd."
"南清街","Nanqing St."
"漢泰街","Hantai St."
"建軍1街","Jianjun 1st St."
"新復巷","Xinfu Ln."
"菁埔路","Jingpu Rd."
"開安3街","Kai’an 3rd St."
"西興南路","Xixing S. Rd."
"富裕路","Fuyu Rd."
"忠清路","Zhongqing Rd."
"海德15路","Haide 15th Rd."
"萬巒村","Wanluan Vil."
"原子巷","Yuanzi Ln."
"開南路","Kainan Rd."
"緯3路","Wei 3rd Rd."
"天臺街","Tiantai St."
"文華巷","Wenhua Ln."
"街仔頭","Jiezaitou"
"六斗子","Liudouzi"
"仁巷","Ren Ln."
"社子街","Shezi St."
"錦德巷","Jinde Ln."
"陸光八村","Luguang 8th Vil."
"南村","Nancun Rd."
"德和路","Dehe Rd."
"光正巷","Guangzheng Ln."
"錦路","Jin Rd."
"向上1路","Xiangshang 1st Rd."
"大湳巷","Danan Ln."
"劍門坑","Jianmenkeng"
"興隆3街","Xinglong 3rd St."
"勤農巷","Qinnong Ln."
"安農北路","Annong N. Rd."
"寶峰1路","Baofeng 1st Rd."
"聖軍路","Shengjun Rd."
"福吉1街","Fuji 1st St."
"北汕尾","Beishanwei 8th Ln."
"利仁新村","Liren Vil."
"新圍巷","Xinwei Ln."
"橋南路","Qiaonan Rd."
"北回","Beihui"
"新開6路","Xinkai 6th Rd."
"東後巷","Donghou Ln."
"流川巷","Liuchuan Ln."
"三聖巷","Sansheng Ln."
"大丘田","Daqiutian"
"崇明3街","Chongming 3rd St."
"東福街","Dongfu St."
"正心巷","Zhengxin Ln."
"陳井寮","Chenjingliao"
"北嘉","Beijia"
"綠水路","Lushui Rd."
"大鵬5路","Dapeng 5th Rd."
"長勝北街","Changsheng N. St."
"梅亭東街","Meiting E. St."
"民權南路","Minquan S. Rd."
"裕善街","Yushan St."
"觀音山","Guanyinshan"
"永生街","Yongsheng St."
"景隆街","Jinglong St."
"柴埕路","Chaicheng Rd."
"義大6街","Yida 6th St."
"東西1街","Dongxi 1st St."
"下宮","Xia Temple"
"日光3街","Riguang 3rd St."
"田組","Tianzu"
"頂厝里","Dingcuo Vil."
"文園巷","Wenyuan Ln."
"中興街","Zhongxing St."
"民保巷","Minbao Ln."
"松竹1路","Songzhu 1st Rd."
"紅谷路","Honggu Rd."
"瓦窯5路","Wayao 5th Rd."
"貴舍","Guishe"
"中央北街","Zhongyang N. St."
